GeneSymbol,GeneA,GeneB,A,B,AllA
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:6169,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:112088|entrez gene/locuslink:RPL38,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:64127,entrez gene/locuslink:8767,biogrid:122077|entrez gene/locuslink:NOD2,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:ACUG(gene name synonym)|entrez gene/locuslink:BLAU(gene name synonym)|entrez gene/locuslink:CARD15(gene name synonym)|entrez gene/locuslink:CD(gene name synonym)|entrez gene/locuslink:CLR16.3(gene name synonym)|entrez gene/locuslink:IBD1(gene name synonym)|entrez gene/locuslink:NLRC2(gene name synonym)|entrez gene/locuslink:NOD2B(gene name synonym)|entrez gene/locuslink:PSORAS1(gene name synonym)
RIPK2,entrez gene/locuslink:57506,entrez gene/locuslink:8767,biogrid:121570|entrez gene/locuslink:MAVS,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:CARDIF(gene name synonym)|entrez gene/locuslink:IPS-1(gene name synonym)|entrez gene/locuslink:IPS1(gene name synonym)|entrez gene/locuslink:VISA(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:7186,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:113038|entrez gene/locuslink:TRAF2,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:57506,entrez gene/locuslink:8767,biogrid:121570|entrez gene/locuslink:MAVS,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:CARDIF(gene name synonym)|entrez gene/locuslink:IPS-1(gene name synonym)|entrez gene/locuslink:IPS1(gene name synonym)|entrez gene/locuslink:VISA(gene name synonym)
RIPK2,entrez gene/locuslink:64127,entrez gene/locuslink:8767,biogrid:122077|entrez gene/locuslink:NOD2,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:ACUG(gene name synonym)|entrez gene/locuslink:BLAU(gene name synonym)|entrez gene/locuslink:CARD15(gene name synonym)|entrez gene/locuslink:CD(gene name synonym)|entrez gene/locuslink:CLR16.3(gene name synonym)|entrez gene/locuslink:IBD1(gene name synonym)|entrez gene/locuslink:NLRC2(gene name synonym)|entrez gene/locuslink:NOD2B(gene name synonym)|entrez gene/locuslink:PSORAS1(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:64127,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:122077|entrez gene/locuslink:NOD2,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:8517,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:114089|entrez gene/locuslink:IKBKG,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:6885,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:112748|entrez gene/locuslink:MAP3K7|entrez gene/locuslink:RP1-154G14.1,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:10454,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:115717|entrez gene/locuslink:TAB1|entrez gene/locuslink:RP3-407F17.2,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:23118,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:116740|entrez gene/locuslink:TAB2|entrez gene/locuslink:RP1-111D6.3,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:329,entrez gene/locuslink:8767,biogrid:106826|entrez gene/locuslink:BIRC2,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:API1(gene name synonym)|entrez gene/locuslink:HIAP2(gene name synonym)|entrez gene/locuslink:Hiap-2(gene name synonym)|entrez gene/locuslink:MIHB(gene name synonym)|entrez gene/locuslink:RNF48(gene name synonym)|entrez gene/locuslink:c-IAP1(gene name synonym)|entrez gene/locuslink:cIAP1(gene name synonym)
RIPK2,entrez gene/locuslink:330,entrez gene/locuslink:8767,biogrid:106827|entrez gene/locuslink:BIRC3,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:AIP1(gene name synonym)|entrez gene/locuslink:API2(gene name synonym)|entrez gene/locuslink:CIAP2(gene name synonym)|entrez gene/locuslink:HAIP1(gene name synonym)|entrez gene/locuslink:HIAP1(gene name synonym)|entrez gene/locuslink:MALT2(gene name synonym)|entrez gene/locuslink:MIHC(gene name synonym)|entrez gene/locuslink:RNF49(gene name synonym)|entrez gene/locuslink:c-IAP2(gene name synonym)
RIPK2,entrez gene/locuslink:331,entrez gene/locuslink:8767,biogrid:106828|entrez gene/locuslink:XIAP|entrez gene/locuslink:RP1-315G1.5,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:API3(gene name synonym)|entrez gene/locuslink:BIRC4(gene name synonym)|entrez gene/locuslink:IAP-3(gene name synonym)|entrez gene/locuslink:ILP1(gene name synonym)|entrez gene/locuslink:MIHA(gene name synonym)|entrez gene/locuslink:XLP2(gene name synonym)|entrez gene/locuslink:hIAP-3(gene name synonym)|entrez gene/locuslink:hIAP3(gene name synonym)
RIPK2,entrez gene/locuslink:329,entrez gene/locuslink:8767,biogrid:106826|entrez gene/locuslink:BIRC2,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:API1(gene name synonym)|entrez gene/locuslink:HIAP2(gene name synonym)|entrez gene/locuslink:Hiap-2(gene name synonym)|entrez gene/locuslink:MIHB(gene name synonym)|entrez gene/locuslink:RNF48(gene name synonym)|entrez gene/locuslink:c-IAP1(gene name synonym)|entrez gene/locuslink:cIAP1(gene name synonym)
RIPK2,entrez gene/locuslink:330,entrez gene/locuslink:8767,biogrid:106827|entrez gene/locuslink:BIRC3,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:AIP1(gene name synonym)|entrez gene/locuslink:API2(gene name synonym)|entrez gene/locuslink:CIAP2(gene name synonym)|entrez gene/locuslink:HAIP1(gene name synonym)|entrez gene/locuslink:HIAP1(gene name synonym)|entrez gene/locuslink:MALT2(gene name synonym)|entrez gene/locuslink:MIHC(gene name synonym)|entrez gene/locuslink:RNF49(gene name synonym)|entrez gene/locuslink:c-IAP2(gene name synonym)
RIPK2,entrez gene/locuslink:329,entrez gene/locuslink:8767,biogrid:106826|entrez gene/locuslink:BIRC2,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:API1(gene name synonym)|entrez gene/locuslink:HIAP2(gene name synonym)|entrez gene/locuslink:Hiap-2(gene name synonym)|entrez gene/locuslink:MIHB(gene name synonym)|entrez gene/locuslink:RNF48(gene name synonym)|entrez gene/locuslink:c-IAP1(gene name synonym)|entrez gene/locuslink:cIAP1(gene name synonym)
RIPK2,entrez gene/locuslink:330,entrez gene/locuslink:8767,biogrid:106827|entrez gene/locuslink:BIRC3,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:AIP1(gene name synonym)|entrez gene/locuslink:API2(gene name synonym)|entrez gene/locuslink:CIAP2(gene name synonym)|entrez gene/locuslink:HAIP1(gene name synonym)|entrez gene/locuslink:HIAP1(gene name synonym)|entrez gene/locuslink:MALT2(gene name synonym)|entrez gene/locuslink:MIHC(gene name synonym)|entrez gene/locuslink:RNF49(gene name synonym)|entrez gene/locuslink:c-IAP2(gene name synonym)
RIPK2,entrez gene/locuslink:64127,entrez gene/locuslink:8767,biogrid:122077|entrez gene/locuslink:NOD2,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:ACUG(gene name synonym)|entrez gene/locuslink:BLAU(gene name synonym)|entrez gene/locuslink:CARD15(gene name synonym)|entrez gene/locuslink:CD(gene name synonym)|entrez gene/locuslink:CLR16.3(gene name synonym)|entrez gene/locuslink:IBD1(gene name synonym)|entrez gene/locuslink:NLRC2(gene name synonym)|entrez gene/locuslink:NOD2B(gene name synonym)|entrez gene/locuslink:PSORAS1(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:64127,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:122077|entrez gene/locuslink:NOD2,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:10392,entrez gene/locuslink:8767,biogrid:115664|entrez gene/locuslink:NOD1,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:CARD4(gene name synonym)|entrez gene/locuslink:CLR7.1(gene name synonym)|entrez gene/locuslink:NLRC1(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:8517,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:114089|entrez gene/locuslink:IKBKG,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:64127,entrez gene/locuslink:8767,biogrid:122077|entrez gene/locuslink:NOD2,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:ACUG(gene name synonym)|entrez gene/locuslink:BLAU(gene name synonym)|entrez gene/locuslink:CARD15(gene name synonym)|entrez gene/locuslink:CD(gene name synonym)|entrez gene/locuslink:CLR16.3(gene name synonym)|entrez gene/locuslink:IBD1(gene name synonym)|entrez gene/locuslink:NLRC2(gene name synonym)|entrez gene/locuslink:NOD2B(gene name synonym)|entrez gene/locuslink:PSORAS1(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:7188,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:113040|entrez gene/locuslink:TRAF5|entrez gene/locuslink:RP11-318L16.2,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:7189,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:113041|entrez gene/locuslink:TRAF6,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:329,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:106826|entrez gene/locuslink:BIRC2,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:7132,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:112986|entrez gene/locuslink:TNFRSF1A,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:958,entrez gene/locuslink:8767,biogrid:107396|entrez gene/locuslink:CD40,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:Bp50(gene name synonym)|entrez gene/locuslink:CDW40(gene name synonym)|entrez gene/locuslink:TNFRSF5(gene name synonym)|entrez gene/locuslink:p50(gene name synonym)
RIPK2,entrez gene/locuslink:7185,entrez gene/locuslink:8767,biogrid:113037|entrez gene/locuslink:TRAF1,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""","entrez gene/locuslink:EBI6(gene name synonym)|entrez gene/locuslink:""MGC:10353""(gene name synonym)"
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:7186,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:113038|entrez gene/locuslink:TRAF2,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:329,entrez gene/locuslink:8767,biogrid:106826|entrez gene/locuslink:BIRC2,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:API1(gene name synonym)|entrez gene/locuslink:HIAP2(gene name synonym)|entrez gene/locuslink:Hiap-2(gene name synonym)|entrez gene/locuslink:MIHB(gene name synonym)|entrez gene/locuslink:RNF48(gene name synonym)|entrez gene/locuslink:c-IAP1(gene name synonym)|entrez gene/locuslink:cIAP1(gene name synonym)
RIPK2,entrez gene/locuslink:330,entrez gene/locuslink:8767,biogrid:106827|entrez gene/locuslink:BIRC3,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:AIP1(gene name synonym)|entrez gene/locuslink:API2(gene name synonym)|entrez gene/locuslink:CIAP2(gene name synonym)|entrez gene/locuslink:HAIP1(gene name synonym)|entrez gene/locuslink:HIAP1(gene name synonym)|entrez gene/locuslink:MALT2(gene name synonym)|entrez gene/locuslink:MIHC(gene name synonym)|entrez gene/locuslink:RNF49(gene name synonym)|entrez gene/locuslink:c-IAP2(gene name synonym)
RIPK2,entrez gene/locuslink:834,entrez gene/locuslink:8767,biogrid:107284|entrez gene/locuslink:CASP1,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:ICE(gene name synonym)|entrez gene/locuslink:IL1BC(gene name synonym)|entrez gene/locuslink:P45(gene name synonym)
RIPK2,entrez gene/locuslink:7329,entrez gene/locuslink:8767,biogrid:113177|entrez gene/locuslink:UBE2I|entrez gene/locuslink:LA16c-358B7.1,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:C358B7.1(gene name synonym)|entrez gene/locuslink:P18(gene name synonym)|entrez gene/locuslink:UBC9(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:8837,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:114364|entrez gene/locuslink:CFLAR,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:100506742,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:125680|entrez gene/locuslink:CASP12|entrez gene/locuslink:UNQ9415,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:7189,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:113041|entrez gene/locuslink:TRAF6,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:100506742,entrez gene/locuslink:8767,biogrid:125680|entrez gene/locuslink:CASP12|entrez gene/locuslink:UNQ9415,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:CASP-12(gene name synonym)|entrez gene/locuslink:CASP12P1(gene name synonym)
RIPK2,entrez gene/locuslink:4216,entrez gene/locuslink:8767,biogrid:110380|entrez gene/locuslink:MAP3K4|entrez gene/locuslink:RP3-473J16.4,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:MAPKKK4(gene name synonym)|entrez gene/locuslink:MEKK 4(gene name synonym)|entrez gene/locuslink:MEKK4(gene name synonym)|entrez gene/locuslink:MTK1(gene name synonym)|entrez gene/locuslink:PRO0412(gene name synonym)
RIPK2,entrez gene/locuslink:9618,entrez gene/locuslink:8767,biogrid:114979|entrez gene/locuslink:TRAF4,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:CART1(gene name synonym)|entrez gene/locuslink:MLN62(gene name synonym)|entrez gene/locuslink:RNF83(gene name synonym)
RIPK2,entrez gene/locuslink:64127,entrez gene/locuslink:8767,biogrid:122077|entrez gene/locuslink:NOD2,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:ACUG(gene name synonym)|entrez gene/locuslink:BLAU(gene name synonym)|entrez gene/locuslink:CARD15(gene name synonym)|entrez gene/locuslink:CD(gene name synonym)|entrez gene/locuslink:CLR16.3(gene name synonym)|entrez gene/locuslink:IBD1(gene name synonym)|entrez gene/locuslink:NLRC2(gene name synonym)|entrez gene/locuslink:NOD2B(gene name synonym)|entrez gene/locuslink:PSORAS1(gene name synonym)
RIPK2,entrez gene/locuslink:7189,entrez gene/locuslink:8767,biogrid:113041|entrez gene/locuslink:TRAF6,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""","entrez gene/locuslink:""MGC:3310""(gene name synonym)|entrez gene/locuslink:RNF85(gene name synonym)"
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:331,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:106828|entrez gene/locuslink:XIAP|entrez gene/locuslink:RP1-315G1.5,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:331,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:106828|entrez gene/locuslink:XIAP|entrez gene/locuslink:RP1-315G1.5,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:331,entrez gene/locuslink:8767,biogrid:106828|entrez gene/locuslink:XIAP|entrez gene/locuslink:RP1-315G1.5,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:API3(gene name synonym)|entrez gene/locuslink:BIRC4(gene name synonym)|entrez gene/locuslink:IAP-3(gene name synonym)|entrez gene/locuslink:ILP1(gene name synonym)|entrez gene/locuslink:MIHA(gene name synonym)|entrez gene/locuslink:XLP2(gene name synonym)|entrez gene/locuslink:hIAP-3(gene name synonym)|entrez gene/locuslink:hIAP3(gene name synonym)
RIPK2,entrez gene/locuslink:6885,entrez gene/locuslink:8767,biogrid:112748|entrez gene/locuslink:MAP3K7|entrez gene/locuslink:RP1-154G14.1,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:MEKK7(gene name synonym)|entrez gene/locuslink:TAK1(gene name synonym)|entrez gene/locuslink:TGF1a(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:6885,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:112748|entrez gene/locuslink:MAP3K7|entrez gene/locuslink:RP1-154G14.1,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:10392,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:115664|entrez gene/locuslink:NOD1,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:6885,entrez gene/locuslink:8767,biogrid:112748|entrez gene/locuslink:MAP3K7|entrez gene/locuslink:RP1-154G14.1,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:MEKK7(gene name synonym)|entrez gene/locuslink:TAK1(gene name synonym)|entrez gene/locuslink:TGF1a(gene name synonym)
RIPK2,entrez gene/locuslink:6885,entrez gene/locuslink:8767,biogrid:112748|entrez gene/locuslink:MAP3K7|entrez gene/locuslink:RP1-154G14.1,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:MEKK7(gene name synonym)|entrez gene/locuslink:TAK1(gene name synonym)|entrez gene/locuslink:TGF1a(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:7316,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:113164|entrez gene/locuslink:UBC,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:8767,entrez gene/locuslink:331,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",biogrid:106828|entrez gene/locuslink:XIAP|entrez gene/locuslink:RP1-315G1.5,entrez gene/locuslink:CARD3(gene name synonym)|entrez gene/locuslink:CARDIAK(gene name synonym)|entrez gene/locuslink:CCK(gene name synonym)|entrez gene/locuslink:GIG30(gene name synonym)|entrez gene/locuslink:RICK(gene name synonym)|entrez gene/locuslink:RIP2(gene name synonym)
RIPK2,entrez gene/locuslink:1147,entrez gene/locuslink:8767,biogrid:107569|entrez gene/locuslink:CHUK,"biogrid:114300|entrez gene/locuslink:RIPK2|entrez gene/locuslink:""WUGSC:H_RG437L15.1""",entrez gene/locuslink:IKBKA(gene name synonym)|entrez gene/locuslink:IKK-alpha(gene name synonym)|entrez gene/locuslink:IKK1(gene name synonym)|entrez gene/locuslink:IKKA(gene name synonym)|entrez gene/locuslink:NFKBIKA(gene name synonym)|entrez gene/locuslink:TCF16(gene name synonym)
